Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"SXC","SUNCOKE ENERGY INC","Materials","Equity","14,210,808.36","0.02","14,210,808.36","2,086,756.00","6.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STGW","STAGWELL INC CLASS A","Communication","Equity","14,177,724.96","0.02","14,177,724.96","2,824,248.00","5.02","United States","NASDAQ","USD","1.00","USD","-"
"CSV","CARRIAGE SERVICES INC","Consumer Discretionary","Equity","14,156,174.07","0.02","14,156,174.07","339,721.00","41.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GCMG","GCM GROSVENOR INC CLASS A","Financials","Equity","14,095,062.24","0.02","14,095,062.24","1,210,916.00","11.64","United States","NASDAQ","USD","1.00","USD","-"
"GDYN","GRID DYNAMICS HOLDINGS INC CLASS A","Information Technology","Equity","14,046,900.58","0.02","14,046,900.58","1,635,262.00","8.59","United States","NASDAQ","USD","1.00","USD","-"
"MPB","MID PENN BANCORP INC","Financials","Equity","14,044,609.54","0.02","14,044,609.54","478,033.00","29.38","United States","NASDAQ","USD","1.00","USD","-"
"FISI","FINANCIAL INSTITUTIONS INC","Financials","Equity","13,986,442.80","0.02","13,986,442.80","470,924.00","29.70","United States","NASDAQ","USD","1.00","USD","-"
"GOGO","GOGO INC","Communication","Equity","13,974,263.60","0.02","13,974,263.60","1,888,414.00","7.40","United States","NASDAQ","USD","1.00","USD","-"
"AVXL","ANAVEX LIFE SCIENCES CORP","Health Care","Equity","13,964,170.25","0.02","13,964,170.25","2,038,565.00","6.85","United States","NASDAQ","USD","1.00","USD","-"
"SCHL","SCHOLASTIC CORP","Communication","Equity","13,962,590.16","0.02","13,962,590.16","498,308.00","28.02","United States","NASDAQ","USD","1.00","USD","-"
"IVR","INVESCO MORTGAGE CAPITAL REIT INC","Financials","Equity","13,929,806.40","0.02","13,929,806.40","1,772,240.00","7.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ODC","OIL DRI CORPORATION OF AMERICA","Consumer Staples","Equity","13,910,061.88","0.02","13,910,061.88","245,674.00","56.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DFH","DREAM FINDERS HOMES INC CLASS A","Consumer Discretionary","Equity","13,906,781.44","0.02","13,906,781.44","736,588.00","18.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NABL","N ABLE INC","Information Technology","Equity","13,894,143.45","0.02","13,894,143.45","1,747,691.00","7.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZBIO","ZENAS BIOPHARMA INC","Health Care","Equity","13,864,892.80","0.02","13,864,892.80","393,889.00","35.20","United States","NASDAQ","USD","1.00","USD","-"
"PKST","PEAKSTONE REALTY TRUST CLASS E","Real Estate","Equity","13,792,130.02","0.02","13,792,130.02","918,251.00","15.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KROS","KEROS THERAPEUTICS INC","Health Care","Equity","13,769,460.90","0.02","13,769,460.90","814,761.00","16.90","United States","NASDAQ","USD","1.00","USD","-"
"SRDX","SURMODICS INC","Health Care","Equity","13,769,636.78","0.02","13,769,636.78","336,337.00","40.94","United States","NASDAQ","USD","1.00","USD","-"
"SANA","SANA BIOTECHNOLOGY INC","Health Care","Equity","13,714,445.36","0.02","13,714,445.36","3,234,539.00","4.24","United States","NASDAQ","USD","1.00","USD","-"
"CWCO","CONSOLIDATED WATER LTD","Utilities","Equity","13,672,432.02","0.02","13,672,432.02","367,341.00","37.22","United States","NASDAQ","USD","1.00","USD","-"
"CTKB","CYTEK BIOSCIENCES INC","Health Care","Equity","13,668,667.36","0.02","13,668,667.36","2,853,584.00","4.79","United States","NASDAQ","USD","1.00","USD","-"
"CASS","CASS INFORMATION SYSTEMS INC","Financials","Equity","13,595,219.50","0.02","13,595,219.50","325,634.00","41.75","United States","NASDAQ","USD","1.00","USD","-"
"SHEN","SHENANDOAH TELECOMMUNICATIONS","Communication","Equity","13,588,377.38","0.02","13,588,377.38","1,225,282.00","11.09","United States","NASDAQ","USD","1.00","USD","-"
"NVGS","NAVIGATOR HOLDINGS LTD","Energy","Equity","13,589,676.72","0.02","13,589,676.72","778,332.00","17.46","United Kingdom","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SMBC","SOUTHERN MISSOURI BANCORP INC","Financials","Equity","13,573,419.30","0.02","13,573,419.30","247,014.00","54.95","United States","NASDAQ","USD","1.00","USD","-"
"LQDT","LIQUIDITY SERVICES INC","Industrials","Equity","13,532,227.50","0.02","13,532,227.50","569,778.00","23.75","United States","NASDAQ","USD","1.00","USD","-"
"KFRC","KFORCE INC","Industrials","Equity","13,529,568.00","0.02","13,529,568.00","433,640.00","31.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KOP","KOPPERS HOLDINGS INC","Materials","Equity","13,530,796.00","0.02","13,530,796.00","478,120.00","28.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRTN","MARTEN TRANSPORT LTD","Industrials","Equity","13,521,748.24","0.02","13,521,748.24","1,368,598.00","9.88","United States","NASDAQ","USD","1.00","USD","-"
"ACEL","ACCEL ENTERTAINMENT INC CLASS A","Consumer Discretionary","Equity","13,522,950.61","0.02","13,522,950.61","1,316,743.00","10.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SENEA","SENECA FOODS CORP CLASS A","Consumer Staples","Equity","13,516,506.71","0.02","13,516,506.71","117,097.00","115.43","United States","NASDAQ","USD","1.00","USD","-"
"NWPX","NWPX INFRASTRUCTURE INC","Industrials","Equity","13,486,474.40","0.02","13,486,474.40","234,956.00","57.40","United States","NASDAQ","USD","1.00","USD","-"
"RYI","RYERSON HOLDING CORP","Materials","Equity","13,432,128.75","0.02","13,432,128.75","663,315.00","20.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SOC","SABLE OFFSHORE CORP CLASS A","Energy","Equity","13,411,794.60","0.02","13,411,794.60","1,855,020.00","7.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PX","P10 INC CLASS A","Financials","Equity","13,361,464.05","0.02","13,361,464.05","1,278,609.00","10.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VTLE","VITAL ENERGY INC","Energy","Equity","13,342,938.30","0.02","13,342,938.30","733,935.00","18.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVO","MISSION PRODUCE INC","Consumer Staples","Equity","13,286,366.16","0.02","13,286,366.16","1,049,476.00","12.66","United States","NASDAQ","USD","1.00","USD","-"
"SSTK","SHUTTERSTOCK INC","Communication","Equity","13,261,297.10","0.02","13,261,297.10","594,677.00","22.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SMBK","SMARTFINANCIAL INC","Financials","Equity","13,244,591.97","0.02","13,244,591.97","367,599.00","36.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PACS","PACS GROUP INC","Health Care","Equity","13,226,664.15","0.02","13,226,664.15","1,074,465.00","12.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PVLA","PALVELLA THERAPEUTICS INC","Health Care","Equity","13,212,779.85","0.02","13,212,779.85","169,721.00","77.85","United States","NASDAQ","USD","1.00","USD","-"
"AROW","ARROW FINANCIAL CORP","Financials","Equity","13,217,493.08","0.02","13,217,493.08","426,646.00","30.98","United States","NASDAQ","USD","1.00","USD","-"
"OPK","OPKO HEALTH INC","Health Care","Equity","13,210,791.58","0.02","13,210,791.58","9,932,926.00","1.33","United States","NASDAQ","USD","1.00","USD","-"
"SPT","SPROUT SOCIAL INC CLASS A","Information Technology","Equity","13,132,441.08","0.02","13,132,441.08","1,270,062.00","10.34","United States","NASDAQ","USD","1.00","USD","-"
"SG","SWEETGREEN INC CLASS A","Consumer Discretionary","Equity","13,133,314.50","0.02","13,133,314.50","2,511,150.00","5.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KODK","EASTMAN KODAK","Information Technology","Equity","13,124,235.96","0.02","13,124,235.96","1,612,314.00","8.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ETD","ETHAN ALLEN INTERIORS INC","Consumer Discretionary","Equity","13,119,120.73","0.02","13,119,120.73","558,023.00","23.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RGNX","REGENXBIO INC","Health Care","Equity","13,107,725.40","0.02","13,107,725.40","1,134,868.00","11.55","United States","NASDAQ","USD","1.00","USD","-"
"FCBC","FIRST COMMUNITY BANKSHARES INC","Financials","Equity","13,058,005.06","0.02","13,058,005.06","392,309.00","33.28","United States","NASDAQ","USD","1.00","USD","-"
"LXU","LSB INDUSTRIES INC","Materials","Equity","13,043,778.34","0.02","13,043,778.34","1,328,287.00","9.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MNRO","MONRO INC","Consumer Discretionary","Equity","12,984,906.00","0.02","12,984,906.00","731,544.00","17.75","United States","NASDAQ","USD","1.00","USD","-"
"CTO","CTO REALTY GROWTH INC","Real Estate","Equity","12,977,113.60","0.02","12,977,113.60","737,336.00","17.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BLMN","BLOOMIN BRANDS INC","Consumer Discretionary","Equity","12,972,491.20","0.02","12,972,491.20","2,042,912.00","6.35","United States","NASDAQ","USD","1.00","USD","-"
"MCBS","METROCITY BANKSHARES INC","Financials","Equity","12,964,953.75","0.02","12,964,953.75","493,903.00","26.25","United States","NASDAQ","USD","1.00","USD","-"
"TK","TEEKAY CORPORATION CORP LTD","Energy","Equity","12,854,699.20","0.02","12,854,699.20","1,311,704.00","9.80","Bermuda","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVNS","AVANOS MEDICAL INC","Health Care","Equity","12,749,405.46","0.02","12,749,405.46","1,093,431.00","11.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FIP","FTAI INFRASTRUCTURE INC","Industrials","Equity","12,705,625.58","0.02","12,705,625.58","2,577,206.00","4.93","United States","NASDAQ","USD","1.00","USD","-"
"PACB","PACIFIC BIOSCIENCES OF CALIFORNIA","Health Care","Equity","12,697,853.58","0.02","12,697,853.58","6,826,803.00","1.86","United States","NASDAQ","USD","1.00","USD","-"
"UHT","UNIVERSAL HEALTH REALTY INCOME TRU","Real Estate","Equity","12,686,329.92","0.02","12,686,329.92","320,848.00","39.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPRY","ARS PHARMACEUTICALS INC","Health Care","Equity","12,679,744.93","0.02","12,679,744.93","1,445,809.00","8.77","United States","NASDAQ","USD","1.00","USD","-"
"ATUS","ALTICE USA INC CLASS A","Communication","Equity","12,673,933.93","0.02","12,673,933.93","6,433,469.00","1.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WASH","WASHINGTON TRUST BANCORP INC","Financials","Equity","12,675,483.68","0.02","12,675,483.68","450,764.00","28.12","United States","NASDAQ","USD","1.00","USD","-"
"ICHR","ICHOR HOLDINGS LTD","Information Technology","Equity","12,636,011.70","0.02","12,636,011.70","830,770.00","15.21","United States","NASDAQ","USD","1.00","USD","-"
"TRNS","TRANSCAT INC","Industrials","Equity","12,633,377.96","0.02","12,633,377.96","223,244.00","56.59","United States","NASDAQ","USD","1.00","USD","-"
"JBSS","JOHN B SANFILIPPO AND SON INC","Consumer Staples","Equity","12,613,320.93","0.02","12,613,320.93","186,781.00","67.53","United States","NASDAQ","USD","1.00","USD","-"
"AHH","ARMADA HOFFLER PROPERTIES REIT INC","Real Estate","Equity","12,588,808.32","0.02","12,588,808.32","1,957,824.00","6.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OXM","OXFORD INDUSTRIES INC","Consumer Discretionary","Equity","12,590,477.64","0.02","12,590,477.64","347,132.00","36.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IHRT","IHEARTMEDIA INC CLASS A","Communication","Equity","12,551,149.60","0.02","12,551,149.60","2,918,872.00","4.30","United States","NASDAQ","USD","1.00","USD","-"
"GOOD","GLADSTONE COMMERCIAL REIT CORP","Real Estate","Equity","12,544,480.68","0.02","12,544,480.68","1,116,057.00","11.24","United States","NASDAQ","USD","1.00","USD","-"
"TALK","TALKSPACE INC","Health Care","Equity","12,529,915.03","0.02","12,529,915.03","3,549,551.00","3.53","United States","NASDAQ","USD","1.00","USD","-"
"NPK","NATIONAL PRESTO INDUSTRIES INC","Industrials","Equity","12,509,789.40","0.02","12,509,789.40","126,234.00","99.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZVRA","ZEVRA THERAPEUTICS INC","Health Care","Equity","12,495,645.85","0.02","12,495,645.85","1,325,095.00","9.43","United States","NASDAQ","USD","1.00","USD","-"
"VIR","VIR BIOTECHNOLOGY INC","Health Care","Equity","12,468,041.95","0.02","12,468,041.95","2,183,545.00","5.71","United States","NASDAQ","USD","1.00","USD","-"
"NRIM","NORTHRIM BANCORP INC","Financials","Equity","12,457,470.06","0.02","12,457,470.06","534,426.00","23.31","United States","NASDAQ","USD","1.00","USD","-"
"SHBI","SHORE BANCSHARES INC","Financials","Equity","12,439,961.52","0.02","12,439,961.52","758,072.00","16.41","United States","NASDAQ","USD","1.00","USD","-"
"VREX","VAREX IMAGING CORP","Health Care","Equity","12,440,039.08","0.02","12,440,039.08","998,398.00","12.46","United States","NASDAQ","USD","1.00","USD","-"
"GSBC","GREAT SOUTHERN BANCORP INC","Financials","Equity","12,430,286.68","0.02","12,430,286.68","213,836.00","58.13","United States","NASDAQ","USD","1.00","USD","-"
"RES","RPC INC","Energy","Equity","12,409,340.24","0.02","12,409,340.24","2,184,743.00","5.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GRND","GRINDR INC","Communication","Equity","12,393,959.20","0.02","12,393,959.20","820,792.00","15.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RGR","STURM RUGER INC","Consumer Discretionary","Equity","12,368,804.96","0.02","12,368,804.96","389,446.00","31.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BCAX","BICARA THERAPEUTICS INC","Health Care","Equity","12,323,766.12","0.02","12,323,766.12","836,644.00","14.73","United States","NASDAQ","USD","1.00","USD","-"
"UDMY","UDEMY INC","Consumer Discretionary","Equity","12,308,947.04","0.02","12,308,947.04","2,340,104.00","5.26","United States","NASDAQ","USD","1.00","USD","-"
"MCW","MISTER CAR WASH INC","Consumer Discretionary","Equity","12,296,691.60","0.02","12,296,691.60","2,411,116.00","5.10","United States","NASDAQ","USD","1.00","USD","-"
"LYTS","LSI INDUSTRIES INC","Industrials","Equity","12,271,395.62","0.02","12,271,395.62","642,818.00","19.09","United States","NASDAQ","USD","1.00","USD","-"
"FMNB","FARMERS NATIONAL BANC CORP","Financials","Equity","12,260,472.00","0.02","12,260,472.00","917,700.00","13.36","United States","NASDAQ","USD","1.00","USD","-"
"RZLV","REZOLVE AI PLC","Information Technology","Equity","12,248,063.10","0.02","12,248,063.10","3,581,305.00","3.42","United Kingdom","NASDAQ","USD","1.00","USD","-"
"BKSY","BLACKSKY TECHNOLOGY INC CLASS A","Industrials","Equity","12,239,040.56","0.02","12,239,040.56","761,608.00","16.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TE","T1 ENERGY INC","Industrials","Equity","12,229,146.09","0.02","12,229,146.09","2,773,049.00","4.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TCBX","THIRD COAST BANCSHARES INC","Financials","Equity","12,221,977.75","0.02","12,221,977.75","323,761.00","37.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPFI","SOUTH PLAINS FINANCIAL INC","Financials","Equity","12,208,130.61","0.02","12,208,130.61","322,881.00","37.81","United States","NASDAQ","USD","1.00","USD","-"
"GOSS","GOSSAMER BIO INC","Health Care","Equity","12,200,187.23","0.02","12,200,187.23","4,710,497.00","2.59","United States","NASDAQ","USD","1.00","USD","-"
"SVRA","SAVARA INC","Health Care","Equity","12,202,437.95","0.02","12,202,437.95","2,818,115.00","4.33","United States","NASDAQ","USD","1.00","USD","-"
"AMBP","ARDAGH METAL PACKAGING SA","Materials","Equity","12,135,016.18","0.02","12,135,016.18","3,477,082.00","3.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPS","COOPER STANDARD HOLDINGS INC","Consumer Discretionary","Equity","12,107,202.04","0.02","12,107,202.04","417,202.00","29.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALRS","ALERUS FINANCIAL CORP","Financials","Equity","12,078,931.94","0.02","12,078,931.94","553,318.00","21.83","United States","NASDAQ","USD","1.00","USD","-"
"DJCO","DAILY JOURNAL CORP","Information Technology","Equity","12,053,519.20","0.02","12,053,519.20","30,616.00","393.70","United States","NASDAQ","USD","1.00","USD","-"
"PLPC","PREFORMED LINE PRODUCTS","Industrials","Equity","12,055,931.16","0.02","12,055,931.16","58,436.00","206.31","United States","NASDAQ","USD","1.00","USD","-"
"AMRK","A MARK PRECIOUS METALS INC","Consumer Discretionary","Equity","12,013,056.63","0.02","12,013,056.63","461,863.00","26.01","United States","NASDAQ","USD","1.00","USD","-"
"SERV","SERVE ROBOTICS INC","Consumer Discretionary","Equity","11,956,913.02","0.02","11,956,913.02","1,157,494.00","10.33","United States","NASDAQ","USD","1.00","USD","-"
"OLMA","OLEMA PHARMACEUTICALS INC","Health Care","Equity","11,938,841.46","0.02","11,938,841.46","1,457,734.00","8.19","United States","NASDAQ","USD","1.00","USD","-"
"EU","ENCORE ENERGY CORP","Energy","Equity","11,939,787.72","0.02","11,939,787.72","4,488,642.00","2.66","United States","NASDAQ","USD","1.00","USD","-"
"AQST","AQUESTIVE THERAPEUTICS INC","Health Care","Equity","11,932,942.82","0.02","11,932,942.82","2,097,178.00","5.69","United States","NASDAQ","USD","1.00","USD","-"
"ANGO","ANGIODYNAMICS INC","Health Care","Equity","11,933,435.67","0.02","11,933,435.67","946,347.00","12.61","United States","NASDAQ","USD","1.00","USD","-"
